checklist_id,observer_id,sampling_event_identifier,scientific_name,observation_count,state_code,locality_id,latitude,longitude,protocol_type,all_species_reported,observation_date,year,day_of_year,time_observations_started,duration_minutes,effort_distance_km,number_observers,species_observed
S37680853,obsr129848,S37680853,Cardinalis cardinalis,7,US-IL,L348639,41.830049,-87.9047012,Traveling,TRUE,2017-06-18,2017,169,5.666666666666667,170,4.023,1,TRUE
S37730985,obsr242214,S37730985,Cardinalis cardinalis,1,US-IL,L1953144,41.8520571,-88.3352427,Stationary,TRUE,2017-06-21,2017,172,19.75,10,0,1,TRUE
S37911536,obsr15643,S37911536,Cardinalis cardinalis,1,US-IL,L549718,41.9661076,-88.3024675,Traveling,TRUE,2017-06-23,2017,174,8.583333333333334,36,2.012,1,TRUE
S37392369,obsr91149,S37392369,Cardinalis cardinalis,1,US-IL,L123231,42.3334683,-87.9849124,Stationary,TRUE,2017-06-04,2017,155,20.466666666666665,23,0,1,TRUE
S37395249,obsr48562,S37395249,Cardinalis cardinalis,1,US-IL,L152681,42.0295,-87.7945,Traveling,TRUE,2017-06-04,2017,155,10,105,1.207,1,TRUE
S37866793,obsr123174,S37866793,Cardinalis cardinalis,1,US-IL,L4712145,41.8684053,-87.7338713,Traveling,TRUE,2017-06-26,2017,177,9.8,11,0.692,1,TRUE
S37524188,obsr324399,S37524188,Cardinalis cardinalis,1,US-IL,L5960535,40.8236647,-89.7948942,Stationary,TRUE,2017-06-11,2017,162,8.85,5,0,1,TRUE
S37911158,obsr18979,S37911158,Cardinalis cardinalis,1,US-IL,L857810,41.798405,-87.8844974,Stationary,TRUE,2017-06-29,2017,180,8.716666666666667,55,0,1,TRUE
S37769375,obsr341205,S37769375,Cardinalis cardinalis,2,US-IL,L4580092,40.8573884,-89.6033692,Traveling,TRUE,2017-06-24,2017,175,8.066666666666666,63,1.207,1,TRUE
S37728367,obsr354199,S37728367,Cardinalis cardinalis,2,US-IL,L336023,41.7282643,-88.007226,Traveling,TRUE,2017-06-21,2017,172,11.25,90,2.414,1,TRUE
S37659239,obsr146134,S37659239,Cardinalis cardinalis,1,US-IL,L565383,41.9205228,-88.3487968,Stationary,TRUE,2017-06-18,2017,169,6.783333333333333,5,0,2,TRUE
S37768878,obsr114884,S37768878,Cardinalis cardinalis,1,US-IL,L152603,41.5356,-87.7555,Traveling,TRUE,2017-06-24,2017,175,5.25,90,3.219,1,TRUE
S37706037,obsr311952,S37706037,Cardinalis cardinalis,1,US-IL,L5998919,41.820181,-88.364108,Traveling,TRUE,2017-06-20,2017,171,12.2,78,1.046,1,TRUE
S37879081,obsr208236,S37879081,Cardinalis cardinalis,2,US-IL,L1808867,41.9726752,-87.9885417,Traveling,TRUE,2017-06-29,2017,180,18,90,2.816,1,TRUE
S37327258,obsr265883,S37327258,Cardinalis cardinalis,1,US-IL,L5839093,42.22805,-88.210129,Stationary,TRUE,2017-06-02,2017,153,6.65,10,0,1,TRUE
S37472054,obsr17234,S37472054,Cardinalis cardinalis,1,US-IL,L152654,42.4667,-87.8015,Traveling,TRUE,2017-06-08,2017,159,9.75,60,2.414,1,TRUE
S40684198,obsr307852,S40684198,Cardinalis cardinalis,1,US-IL,L1530463,42.16433,-87.77649,Stationary,TRUE,2017-06-30,2017,181,10,240,0,2,TRUE
S37391432,obsr772501,S37391432,Cardinalis cardinalis,2,US-IL,L1095900,39.8752553,-90.5682936,Traveling,TRUE,2017-06-04,2017,155,8.766666666666667,44,3.621,1,TRUE
S37363238,obsr584384,S37363238,Cardinalis cardinalis,4,US-IL,L1534442,39.8021175,-89.6202578,Traveling,TRUE,2017-06-03,2017,154,16,70,1.609,1,TRUE
S40734831,obsr307852,S40734831,Cardinalis cardinalis,2,US-IL,L1530463,42.16433,-87.77649,Stationary,TRUE,2017-06-25,2017,176,11,240,0,2,TRUE
S37590889,obsr310391,S37590889,Cardinalis cardinalis,9,US-IL,L1483241,38.9439859,-90.1631452,Stationary,TRUE,2017-06-14,2017,165,7.166666666666667,50,0,1,TRUE
S37333646,obsr836569,S37333646,Cardinalis cardinalis,1,US-IL,L3809706,40.11342,-88.237466800000007,Traveling,TRUE,2017-06-01,2017,152,18.5,45,1.609,1,TRUE
S37776321,obsr208236,S37776321,Cardinalis cardinalis,3,US-IL,L2772733,41.8926275,-88.0785603,Traveling,TRUE,2017-06-24,2017,175,11.25,60,2.012,1,TRUE
S37789627,obsr106714,S37789627,Cardinalis cardinalis,2,US-IL,L4300325,41.789608,-87.599646,Traveling,TRUE,2017-06-25,2017,176,8.666666666666666,11,0.676,1,TRUE
S40712549,obsr307852,S40712549,Cardinalis cardinalis,2,US-IL,L1530463,42.16433,-87.77649,Stationary,TRUE,2017-06-13,2017,164,11,240,0,2,TRUE
S37627661,obsr310391,S37627661,Cardinalis cardinalis,7,US-IL,L1483241,38.9439859,-90.1631452,Stationary,TRUE,2017-06-16,2017,167,6.5,75,0,2,TRUE
S37734669,obsr310391,S37734669,Cardinalis cardinalis,5,US-IL,L1483241,38.9439859,-90.1631452,Stationary,TRUE,2017-06-22,2017,173,6.5,180,0,3,TRUE
S37802875,obsr741668,S37802875,Cardinalis cardinalis,2,US-IL,L4483820,41.4310154,-90.544939,Traveling,TRUE,2017-06-25,2017,176,20.15,13,0.483,1,TRUE
S37591580,obsr231296,S37591580,Cardinalis cardinalis,3,US-IL,L2953283,38.58432,-89.88202,Stationary,TRUE,2017-06-13,2017,164,5.683333333333334,120,0,2,TRUE
S37639634,obsr926054,S37639634,Cardinalis cardinalis,3,US-IL,L5891668,40.3151866,-89.0028727,Traveling,TRUE,2017-06-17,2017,168,7.083333333333333,100,2.414,1,TRUE
S37636642,obsr584917,S37636642,Cardinalis cardinalis,3,US-IL,L4061257,40.1302629,-88.2144642,Traveling,TRUE,2017-06-15,2017,166,7.883333333333333,55,0.483,1,TRUE
S37732916,obsr284288,S37732916,Cardinalis cardinalis,4,US-IL,L1925316,42.0702416,-87.7260822,Stationary,TRUE,2017-06-20,2017,171,7,120,0,2,TRUE
S37457698,obsr397921,S37457698,Cardinalis cardinalis,1,US-IL,L983577,42.2261658,-88.2646751,Traveling,TRUE,2017-06-07,2017,158,16.416666666666668,50,2.414,1,TRUE
S37484609,obsr822419,S37484609,Cardinalis cardinalis,1,US-IL,L10965027,41.489598,-89.071036,Stationary,TRUE,2017-06-08,2017,159,7.316666666666666,55,0,1,TRUE
S37593990,obsr584917,S37593990,Cardinalis cardinalis,2,US-IL,L3365063,40.1507536,-88.1613511,Stationary,TRUE,2017-06-14,2017,165,9.233333333333333,45,0,1,TRUE
S37809132,obsr822419,S37809132,Cardinalis cardinalis,1,US-IL,L10965027,41.489598,-89.071036,Stationary,TRUE,2017-06-25,2017,176,7.45,68,0,1,TRUE
S37445766,obsr822419,S37445766,Cardinalis cardinalis,1,US-IL,L10965027,41.489598,-89.071036,Stationary,TRUE,2017-06-06,2017,157,7.366666666666666,50,0,1,TRUE
S37805120,obsr95280,S37805120,Cardinalis cardinalis,2,US-IL,L4566109,40.731016,-89.514326,Traveling,TRUE,2017-06-25,2017,176,18.083333333333332,95,2.414,1,TRUE
S37926348,obsr103395,S37926348,Cardinalis cardinalis,1,US-IL,L2339681,41.876873,-88.36886,Stationary,TRUE,2017-06-24,2017,175,8.033333333333333,15,0,1,TRUE
S37692048,obsr865526,S37692048,Cardinalis cardinalis,4,US-IL,L2766049,42.0063405,-89.3272698,Traveling,TRUE,2017-06-19,2017,170,19,60,1.609,1,TRUE
S39147489,obsr185482,S39147489,Cardinalis cardinalis,1,US-IL,L717190,41.67189,-87.87898,Stationary,TRUE,2017-06-29,2017,180,5.733333333333333,5,0,1,TRUE
S37486642,obsr15930,S37486642,Cardinalis cardinalis,4,US-IL,L152690,41.9294022,-88.3136201,Traveling,TRUE,2017-06-09,2017,160,8.083333333333334,35,1.609,1,TRUE
S37310505,obsr883662,S37310505,Cardinalis cardinalis,3,US-IL,L3819784,41.0928557,-87.8245448,Traveling,TRUE,2017-06-01,2017,152,10.083333333333334,115,3.219,1,TRUE
S37375336,obsr21119,S37375336,Cardinalis cardinalis,2,US-IL,L271150,41.8032594,-87.8046827,Traveling,TRUE,2017-06-04,2017,155,8.583333333333334,100,1.207,1,TRUE
S37856495,obsr33357,S37856495,Cardinalis cardinalis,2,US-IL,L2210800,41.677749,-88.0347857,Stationary,TRUE,2017-06-28,2017,179,6.45,5,0,1,TRUE
S37465974,obsr674140,S37465974,Cardinalis cardinalis,4,US-IL,L132618,41.8143142,-88.0647755,Traveling,TRUE,2017-06-07,2017,158,10,120,1.609,1,TRUE
S37719023,obsr739346,S37719023,Cardinalis cardinalis,3,US-IL,L4449037,40.7186723,-89.4767198,Stationary,TRUE,2017-06-18,2017,169,7,60,0,1,TRUE
S37585702,obsr399566,S37585702,Cardinalis cardinalis,2,US-IL,L132618,41.8143142,-88.0647755,Traveling,TRUE,2017-06-14,2017,165,7.5,130,1.207,10,TRUE
S37895242,obsr562448,S37895242,Cardinalis cardinalis,2,US-IL,L4890217,41.0080194,-87.5416783,Traveling,TRUE,2017-06-24,2017,175,7,252,3.219,7,TRUE
S37680039,obsr129848,S37680039,Cardinalis cardinalis,1,US-IL,L1581410,41.8288225,-87.9100519,Stationary,TRUE,2017-06-18,2017,169,7.766666666666667,5,0,1,TRUE
S37471938,obsr316121,S37471938,Cardinalis cardinalis,3,US-IL,L5948751,40.5018283,-88.9839497,Traveling,TRUE,2017-06-08,2017,159,10.333333333333334,85,1.609,2,TRUE
S37842153,obsr505780,S37842153,Cardinalis cardinalis,5,US-IL,L4730230,39.920562,-89.817479,Traveling,TRUE,2017-06-27,2017,178,19,90,2.253,1,TRUE
S37373091,obsr110401,S37373091,Cardinalis cardinalis,4,US-IL,L392428,41.830113,-88.7325382,Traveling,TRUE,2017-06-04,2017,155,6.483333333333333,130,4.828,1,TRUE
S37765702,obsr208236,S37765702,Cardinalis cardinalis,2,US-IL,L126348,41.8268166,-88.0093994,Traveling,TRUE,2017-06-23,2017,174,18.5,60,2.414,2,TRUE
S37502876,obsr323963,S37502876,Cardinalis cardinalis,7,US-IL,L152632,41.8621,-88.1725,Traveling,TRUE,2017-06-10,2017,161,6.583333333333333,70,1.609,1,TRUE
S37855527,obsr33357,S37855527,Cardinalis cardinalis,1,US-IL,L2211116,41.675365,-88.036975,Stationary,TRUE,2017-06-26,2017,177,8.083333333333334,5,0,1,TRUE
S37728740,obsr298126,S37728740,Cardinalis cardinalis,1,US-IL,L1861848,41.9676616,-88.2938693,Stationary,TRUE,2017-06-18,2017,169,9,120,0,2,TRUE
S37805540,obsr48562,S37805540,Cardinalis cardinalis,1,US-IL,L2796395,42.28779,-87.9659375,Stationary,TRUE,2017-06-25,2017,176,9.666666666666666,10,0,1,TRUE
S61292047,obsr424136,S61292047,Cardinalis cardinalis,1,US-IL,L10107143,41.35507,-88.17398,Stationary,TRUE,2017-06-15,2017,166,5.516666666666667,5,0,1,TRUE
S37888500,obsr129848,S37888500,Cardinalis cardinalis,2,US-IL,L1581348,41.826508,-87.90351,Stationary,TRUE,2017-06-25,2017,176,5.916666666666667,5,0,1,TRUE
S37324043,obsr208236,S37324043,Cardinalis cardinalis,1,US-IL,L152717,41.9578,-88.0105,Stationary,TRUE,2017-06-01,2017,152,18.5,120,0,1,TRUE
S37427981,obsr4911,S37427981,Cardinalis cardinalis,1,US-IL,L2190608,41.1055944,-87.8437271,Stationary,TRUE,2017-06-06,2017,157,15.083333333333334,30,0,1,TRUE
S37618383,obsr211276,S37618383,Cardinalis cardinalis,1,US-IL,L871018,41.9507255,-87.7228689,Stationary,TRUE,2017-06-15,2017,166,19.133333333333333,60,0,1,TRUE
S37335856,obsr399437,S37335856,Cardinalis cardinalis,3,US-IL,L152642,42.4222,-88.3197,Traveling,TRUE,2017-06-02,2017,153,12,135,4.828,1,TRUE
S37612044,obsr223582,S37612044,Cardinalis cardinalis,2,US-IL,L947202,41.8677192,-88.0621737,Stationary,TRUE,2017-06-15,2017,166,9,90,0,1,TRUE
S37599014,obsr314868,S37599014,Cardinalis cardinalis,1,US-IL,L1510198,42.401571,-88.0831824,Stationary,TRUE,2017-06-14,2017,165,8.166666666666666,10,0,1,TRUE
S37707598,obsr31420,S37707598,Cardinalis cardinalis,1,US-IL,L5932892,41.72722,-88.00321,Traveling,TRUE,2017-06-20,2017,171,6.583333333333333,15,0.161,1,TRUE
S37321708,obsr314868,S37321708,Cardinalis cardinalis,1,US-IL,L1510198,42.401571,-88.0831824,Stationary,TRUE,2017-06-01,2017,152,5.75,20,0,1,TRUE
S37523297,obsr146134,S37523297,Cardinalis cardinalis,1,US-IL,L565379,41.9237376,-88.3462045,Stationary,TRUE,2017-06-11,2017,162,6.016666666666667,5,0,2,TRUE
S37467016,obsr505780,S37467016,Cardinalis cardinalis,7,US-IL,L5947756,39.920281,-89.816058,Traveling,TRUE,2017-06-08,2017,159,7.616666666666667,75,1.609,1,TRUE
S37780125,obsr4911,S37780125,Cardinalis cardinalis,13,US-IL,L1337096,41.1459612,-87.8867115,Traveling,TRUE,2017-06-24,2017,175,4.583333333333333,165,3.219,1,TRUE
S37682491,obsr421935,S37682491,Cardinalis cardinalis,2,US-IL,L152688,41.8346056,-88.3738518,Traveling,TRUE,2017-06-19,2017,170,10,60,0.805,2,TRUE
S37487016,obsr321796,S37487016,Cardinalis cardinalis,1,US-IL,L5951973,41.1221452,-87.8758321,Stationary,TRUE,2017-06-09,2017,160,9.166666666666666,38,0,2,TRUE
S37532007,obsr129848,S37532007,Cardinalis cardinalis,1,US-IL,L348639,41.830049,-87.9047012,Traveling,TRUE,2017-06-10,2017,161,5.75,165,4.023,1,TRUE
S37525809,obsr324399,S37525809,Cardinalis cardinalis,1,US-IL,L5960801,40.8195084,-89.786434,Stationary,TRUE,2017-06-11,2017,162,9.733333333333333,5,0,1,TRUE
S37576851,obsr584917,S37576851,Cardinalis cardinalis,2,US-IL,L3517186,40.1152661,-88.1653905,Stationary,TRUE,2017-06-13,2017,164,7.55,25,0,1,TRUE
S37701267,obsr233338,S37701267,Cardinalis cardinalis,3,US-IL,L3737257,40.696057,-89.43732,Stationary,TRUE,2017-06-20,2017,171,11.916666666666666,21,0,1,TRUE
S37896377,obsr48562,S37896377,Cardinalis cardinalis,1,US-IL,L5384646,42.1367408,-87.8999977,Traveling,TRUE,2017-06-30,2017,181,13.8,50,4.828,1,TRUE
S37620157,obsr341205,S37620157,Cardinalis cardinalis,2,US-IL,L4580092,40.8573884,-89.6033692,Traveling,TRUE,2017-06-16,2017,167,7.816666666666666,54,1.207,1,TRUE
S37488790,obsr399437,S37488790,Cardinalis cardinalis,2,US-IL,L2512337,38.7164965,-90.1332893,Stationary,TRUE,2017-06-09,2017,160,10.75,60,0,1,TRUE
S37914519,obsr21049,S37914519,Cardinalis cardinalis,2,US-IL,L899537,41.7837771,-88.4412074,Traveling,TRUE,2017-06-30,2017,181,8.916666666666666,90,1.609,2,TRUE
S37572826,obsr778746,S37572826,Cardinalis cardinalis,1,US-IL,L152696,41.5758,-87.8605,Traveling,TRUE,2017-06-13,2017,164,11.25,35,1.609,1,TRUE
S37681138,obsr233021,S37681138,Cardinalis cardinalis,1,US-IL,L5994044,41.333033,-88.016869,Traveling,TRUE,2017-06-19,2017,170,10.416666666666666,13,4.828,1,TRUE
S40586452,obsr307852,S40586452,Cardinalis cardinalis,2,US-IL,L1530463,42.16433,-87.77649,Stationary,TRUE,2017-06-28,2017,179,10,60,0,2,TRUE
S37659130,obsr106714,S37659130,Cardinalis cardinalis,2,US-IL,L4300325,41.789608,-87.599646,Traveling,TRUE,2017-06-18,2017,169,8.666666666666666,12,0.676,1,TRUE
S37896185,obsr310391,S37896185,Cardinalis cardinalis,7,US-IL,L1483241,38.9439859,-90.1631452,Stationary,TRUE,2017-06-29,2017,180,6,180,0,2,TRUE
S37796262,obsr155922,S37796262,Cardinalis cardinalis,1,US-IL,L4533229,41.82462,-87.90691,Stationary,TRUE,2017-06-25,2017,176,6.7,5,0,1,TRUE
S37704195,obsr310391,S37704195,Cardinalis cardinalis,6,US-IL,L1483241,38.9439859,-90.1631452,Stationary,TRUE,2017-06-20,2017,171,6.5,90,0,2,TRUE
S37394369,obsr584384,S37394369,Cardinalis cardinalis,5,US-IL,L164830,39.6984305,-89.5968747,Traveling,TRUE,2017-06-04,2017,155,8.25,120,2.414,1,TRUE
S37792666,obsr184868,S37792666,Cardinalis cardinalis,3,US-IL,L298724,41.9859832,-87.6820028,Traveling,TRUE,2017-06-25,2017,176,9.866666666666667,80,2.092,1,TRUE
S37507638,obsr27185,S37507638,Cardinalis cardinalis,1,US-IL,L2340416,41.9572041,-87.6425958,Traveling,TRUE,2017-06-10,2017,161,6.5,180,1.609,1,TRUE
S37404253,obsr233021,S37404253,Cardinalis cardinalis,2,US-IL,L339164,41.9063221,-87.7019614,Traveling,TRUE,2017-06-05,2017,156,11.533333333333333,55,3.219,1,TRUE
S37869994,obsr473707,S37869994,Cardinalis cardinalis,1,US-IL,L298982,42.3104406,-87.9510555,Traveling,TRUE,2017-06-26,2017,177,10.833333333333334,70,1.931,1,TRUE
S37857500,obsr33357,S37857500,Cardinalis cardinalis,1,US-IL,L2211096,41.675156,-88.040764,Stationary,TRUE,2017-06-28,2017,179,7.333333333333333,5,0,1,TRUE
S37569761,obsr185482,S37569761,Cardinalis cardinalis,1,US-IL,L720264,41.68076,-87.88213,Stationary,TRUE,2017-06-13,2017,164,7,5,0,1,TRUE
S37515173,obsr223391,S37515173,Cardinalis cardinalis,2,US-IL,L1255797,42.0295835,-87.6960602,Stationary,TRUE,2017-06-10,2017,161,17.5,30,0,1,TRUE
S37772139,obsr284288,S37772139,Cardinalis cardinalis,4,US-IL,L1925316,42.0702416,-87.7260822,Stationary,TRUE,2017-06-23,2017,174,7,120,0,2,TRUE
S37700033,obsr4911,S37700033,Cardinalis cardinalis,1,US-IL,L2372840,41.1036304,-87.846694,Stationary,TRUE,2017-06-20,2017,171,10.3,10,0,1,TRUE
S37765435,obsr546917,S37765435,Cardinalis cardinalis,1,US-IL,L3921197,41.9889067,-87.6886654,Traveling,TRUE,2017-06-23,2017,174,13,30,0.805,1,TRUE
S37796193,obsr617197,S37796193,Cardinalis cardinalis,1,US-IL,L195321,42.03333,-87.73336,Traveling,TRUE,2017-06-25,2017,176,8,30,1.609,1,TRUE
S37793866,obsr159296,S37793866,Cardinalis cardinalis,3,US-IL,L2515218,38.6241799,-89.2947721,Traveling,TRUE,2017-06-25,2017,176,8.616666666666667,18,4.828,1,TRUE
S38049199,obsr233021,S38049199,Cardinalis cardinalis,1,US-IL,L2263593,41.5120681,-87.9681006,Stationary,TRUE,2017-06-22,2017,173,6,3,0,1,TRUE
S37547610,obsr131455,S37547610,Cardinalis cardinalis,2,US-IL,L741253,41.6725,-87.9016667,Traveling,TRUE,2017-06-12,2017,163,8.9,31,0.322,1,TRUE
S37772277,obsr400996,S37772277,Cardinalis cardinalis,2,US-IL,L4761069,40.274923,-90.0598233,Traveling,TRUE,2017-06-24,2017,175,8.716666666666667,170,3.219,2,TRUE
S37314400,obsr21119,S37314400,Cardinalis cardinalis,1,US-IL,L2150606,41.8858891,-87.6174688,Traveling,TRUE,2017-06-01,2017,152,15,30,0.322,1,TRUE
S37364237,obsr242214,S37364237,Cardinalis cardinalis,3,US-IL,L323527,41.7827,-88.3949,Traveling,TRUE,2017-06-03,2017,154,17.083333333333332,35,1.207,2,TRUE
S37639207,obsr13087,S37639207,Cardinalis cardinalis,2,US-IL,L4590220,42.3864931,-89.0488672,Traveling,TRUE,2017-06-17,2017,168,6,60,3.219,2,TRUE
S37680448,obsr233021,S37680448,Cardinalis cardinalis,6,US-IL,L152728,41.4629,-87.6921,Traveling,TRUE,2017-06-19,2017,170,7.6,143,3.219,1,TRUE
S37604418,obsr4911,S37604418,Cardinalis cardinalis,1,US-IL,L4733944,41.1953825,-87.955435,Traveling,TRUE,2017-06-15,2017,166,4.666666666666667,50,1.609,1,TRUE
S37637955,obsr324399,S37637955,Cardinalis cardinalis,3,US-IL,L5984665,40.8235262,-89.8020698,Stationary,TRUE,2017-06-17,2017,168,7.433333333333334,5,0,1,TRUE
S37348293,obsr114884,S37348293,Cardinalis cardinalis,3,US-IL,L152658,41.5626,-87.6437,Traveling,TRUE,2017-06-03,2017,154,5.166666666666667,100,3.219,1,TRUE
S37361244,obsr445736,S37361244,Cardinalis cardinalis,1,US-IL,L2565561,42.2808601,-89.049755,Stationary,TRUE,2017-06-03,2017,154,9.5,120,0,2,TRUE
S37396955,obsr739346,S37396955,Cardinalis cardinalis,3,US-IL,L4449037,40.7186723,-89.4767198,Stationary,TRUE,2017-06-02,2017,153,7,60,0,1,TRUE
S37896436,obsr48562,S37896436,Cardinalis cardinalis,1,US-IL,L152604,42.0721,-87.8743,Traveling,TRUE,2017-06-30,2017,181,15.083333333333334,20,0.531,1,TRUE
S37527506,obsr739346,S37527506,Cardinalis cardinalis,2,US-IL,L4449037,40.7186723,-89.4767198,Stationary,TRUE,2017-06-09,2017,160,7,60,0,1,TRUE
S37371618,obsr114884,S37371618,Cardinalis cardinalis,1,US-IL,L152658,41.5626,-87.6437,Traveling,TRUE,2017-06-04,2017,155,5.166666666666667,105,3.219,1,TRUE
S37664733,obsr354199,S37664733,Cardinalis cardinalis,4,US-IL,L126348,41.8268166,-88.0093994,Traveling,TRUE,2017-06-18,2017,169,10.833333333333334,75,4.023,1,TRUE
S37423104,obsr570816,S37423104,Cardinalis cardinalis,2,US-IL,L5940457,42.215703,-88.000558,Traveling,TRUE,2017-06-06,2017,157,10.483333333333333,60,1.609,1,TRUE
S37391693,obsr187520,S37391693,Cardinalis cardinalis,5,US-IL,L6169614,42.1959627,-87.8900671,Traveling,TRUE,2017-06-04,2017,155,19,44,1.931,1,TRUE
S37398251,obsr114884,S37398251,Cardinalis cardinalis,1,US-IL,L1412774,41.5557042,-87.6593163,Stationary,TRUE,2017-06-05,2017,156,7,15,0,1,TRUE
S61291506,obsr424136,S61291506,Cardinalis cardinalis,1,US-IL,L10021923,41.35333,-88.3197,Stationary,TRUE,2017-06-24,2017,175,7.666666666666667,5,0,1,TRUE
S37875946,obsr4911,S37875946,Cardinalis cardinalis,7,US-IL,L2139251,41.0916004,-87.8593565,Traveling,TRUE,2017-06-29,2017,180,16.75,140,2.414,1,TRUE
S69245772,obsr1466918,S69245772,Cardinalis cardinalis,4,US-IL,L298837,40.8225003,-89.8040056,Traveling,TRUE,2017-06-04,2017,155,16.333333333333332,45,1.77,2,TRUE
S37639258,obsr634083,S37639258,Cardinalis cardinalis,1,US-IL,L3742591,42.3381369,-88.353697,Stationary,TRUE,2017-06-16,2017,167,7.083333333333333,55,0,1,TRUE
S37662163,obsr763644,S37662163,Cardinalis cardinalis,3,US-IL,L5795093,40.7886406,-89.3569511,Stationary,TRUE,2017-06-17,2017,168,17,105,0,1,TRUE
S37667150,obsr615569,S37667150,Cardinalis cardinalis,11,US-IL,L322155,42.3084966,-88.2494274,Traveling,TRUE,2017-06-17,2017,168,8.5,120,3.219,7,TRUE
S37597046,obsr223582,S37597046,Cardinalis cardinalis,2,US-IL,L947202,41.8677192,-88.0621737,Stationary,TRUE,2017-06-14,2017,165,10,150,0,1,TRUE
S37699413,obsr772515,S37699413,Cardinalis cardinalis,1,US-IL,L5389171,42.360977,-88.2740299,Stationary,TRUE,2017-06-04,2017,155,13,120,0,3,TRUE
S37830944,obsr772515,S37830944,Cardinalis cardinalis,1,US-IL,L5389171,42.360977,-88.2740299,Stationary,TRUE,2017-06-26,2017,177,16.25,60,0,3,TRUE
S37652384,obsr271793,S37652384,Cardinalis cardinalis,1,US-IL,L152740,41.7857131,-87.5829649,Traveling,TRUE,2017-06-15,2017,166,9.666666666666666,80,0.805,3,TRUE
S37403145,obsr173859,S37403145,Cardinalis cardinalis,2,US-IL,L130994,41.6878052,-87.5272446,Traveling,TRUE,2017-06-05,2017,156,8.983333333333333,158,4.828,1,TRUE
S49688082,obsr970026,S49688082,Cardinalis cardinalis,2,US-IL,L152707,41.9645,-87.8514,Traveling,TRUE,2017-06-02,2017,153,18,30,1.609,1,TRUE
S37401877,obsr399566,S37401877,Cardinalis cardinalis,5,US-IL,L152688,41.8346056,-88.3738518,Traveling,TRUE,2017-06-02,2017,153,8.283333333333333,164,4.184,1,TRUE
S37813896,obsr11024,S37813896,Cardinalis cardinalis,1,US-IL,L127019,41.726074,-87.863792,Stationary,TRUE,2017-06-17,2017,168,9.25,5,0,3,TRUE
S37467753,obsr110401,S37467753,Cardinalis cardinalis,3,US-IL,L749660,41.8375952,-88.1614208,Traveling,TRUE,2017-06-08,2017,159,8,105,3.541,1,TRUE
S37477239,obsr455295,S37477239,Cardinalis cardinalis,1,US-IL,L123231,42.3334683,-87.9849124,Stationary,TRUE,2017-06-08,2017,159,6.916666666666667,47,0,2,TRUE
S37461376,obsr167940,S37461376,Cardinalis cardinalis,2,US-IL,L654978,41.1606303,-87.9448016,Traveling,TRUE,2017-06-07,2017,158,8,90,3.219,1,TRUE
S37479085,obsr482670,S37479085,Cardinalis cardinalis,5,US-IL,L1817925,40.1246368,-88.2840438,Traveling,TRUE,2017-06-05,2017,156,7,90,2.414,1,TRUE
S37618327,obsr211276,S37618327,Cardinalis cardinalis,2,US-IL,L871020,41.9499794,-87.7176762,Traveling,TRUE,2017-06-15,2017,166,7.683333333333334,50,3.38,1,TRUE
S37503285,obsr110401,S37503285,Cardinalis cardinalis,2,US-IL,L2356545,38.7499544,-88.8579798,Traveling,TRUE,2017-06-10,2017,161,7.166666666666667,60,1.609,1,TRUE
S37391837,obsr860441,S37391837,Cardinalis cardinalis,4,US-IL,L5931193,41.7986159,-88.1067783,Traveling,TRUE,2017-06-04,2017,155,19.583333333333332,60,1.609,1,TRUE
S37894659,obsr211276,S37894659,Cardinalis cardinalis,1,US-IL,L871020,41.9499794,-87.7176762,Traveling,TRUE,2017-06-30,2017,181,7.333333333333333,33,2.173,1,TRUE
S38536325,obsr322526,S38536325,Cardinalis cardinalis,1,US-IL,L2310306,42.018342,-88.006808,Traveling,TRUE,2017-06-07,2017,158,14.5,35,0.805,2,TRUE
S37773479,obsr335295,S37773479,Cardinalis cardinalis,2,US-IL,L746913,41.7325,-87.8875,Traveling,TRUE,2017-06-24,2017,175,8,40,1.207,1,TRUE
S38481419,obsr123174,S38481419,Cardinalis cardinalis,1,US-IL,L519294,41.8705675,-87.7854449,Stationary,TRUE,2017-06-04,2017,155,4.333333333333333,60,0,1,TRUE
S37512905,obsr34033,S37512905,Cardinalis cardinalis,2,US-IL,L744235,41.6738667,-87.8635333,Stationary,TRUE,2017-06-09,2017,160,7.416666666666667,5,0,1,TRUE
S37600667,obsr696704,S37600667,Cardinalis cardinalis,3,US-IL,L4468269,41.6867424,-88.3269024,Traveling,TRUE,2017-06-15,2017,166,5.833333333333333,28,1.448,1,TRUE
S37836833,obsr560093,S37836833,Cardinalis cardinalis,1,US-IL,L200627,38.7039503,-90.0724398,Traveling,TRUE,2017-06-23,2017,174,11.266666666666667,102,4.828,4,TRUE
S37581689,obsr208236,S37581689,Cardinalis cardinalis,1,US-IL,L1808867,41.9726752,-87.9885417,Traveling,TRUE,2017-06-13,2017,164,17.666666666666668,135,3.219,1,TRUE
S37462353,obsr607938,S37462353,Cardinalis cardinalis,3,US-IL,L152696,41.5758,-87.8605,Traveling,TRUE,2017-06-07,2017,158,7.333333333333333,115,1.448,1,TRUE
S37467049,obsr241129,S37467049,Cardinalis cardinalis,1,US-IL,L1829031,40.9549291,-89.4288419,Traveling,TRUE,2017-06-08,2017,159,6,90,1.609,1,TRUE
